todo also check reg_anchorindex vs. anchor	IMPLEMENTATION	0.7871746711676805	IMPLEMENTATION	0.21282532883231955	WITHOUT_CLASSIFICATION
{{{ paint() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ viewupdate constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ enhancedmenu constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ createmacrosmenu() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ enhancedmenu constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ actionlistener	WITHOUT_CLASSIFICATION	0.9999736126723737	WITHOUT_CLASSIFICATION	2.6387327626206018E-5	IMPLEMENTATION
{{{ actionlistener	WITHOUT_CLASSIFICATION	0.9999736126723737	WITHOUT_CLASSIFICATION	2.6387327626206018E-5	IMPLEMENTATION
{{{ enhancedmenu constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ mouselistener	WITHOUT_CLASSIFICATION	0.9999737554543888	WITHOUT_CLASSIFICATION	2.624454561124947E-5	IMPLEMENTATION
{{{ mouselistener	WITHOUT_CLASSIFICATION	0.9999737554543888	WITHOUT_CLASSIFICATION	2.624454561124947E-5	IMPLEMENTATION
{{{ editbusstub class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ getwhat() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
enhancedmenu has a reference to editbusstub but not the other way around. so when the enhancedmenu is being garbage collected its finalize() method removes the editbusstub from the edit bus.	WITHOUT_CLASSIFICATION	0.9999997354537874	WITHOUT_CLASSIFICATION	2.645462126226664E-7	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ _init() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ _save() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ getview() method	WITHOUT_CLASSIFICATION	0.9999655277602644	WITHOUT_CLASSIFICATION	3.447223973560519E-5	IMPLEMENTATION
{{{ protected members	WITHOUT_CLASSIFICATION	0.9999773828515823	WITHOUT_CLASSIFICATION	2.2617148417754046E-5	IMPLEMENTATION
{{{ getpluginjar() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getbuffer() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ setselectedrow() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ updateenabled() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getdockable() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getwhat() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ getwhat() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ getwhat() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ getmenuname() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ message types	WITHOUT_CLASSIFICATION	0.999859033803739	WITHOUT_CLASSIFICATION	1.409661962610854E-4	IMPLEMENTATION
{{{ message types	WITHOUT_CLASSIFICATION	0.999859033803739	WITHOUT_CLASSIFICATION	1.409661962610854E-4	IMPLEMENTATION
{{{ message types	WITHOUT_CLASSIFICATION	0.999859033803739	WITHOUT_CLASSIFICATION	1.409661962610854E-4	IMPLEMENTATION
{{{ dockablewindowupdate constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ bufferupdate constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ pluginupdate constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ isexiting() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ browsercolorsoptionpane constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ dynamicmenuchanged constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ save() method	WITHOUT_CLASSIFICATION	0.9999656108974614	WITHOUT_CLASSIFICATION	3.4389102538504765E-5	IMPLEMENTATION
{{{ save() method	WITHOUT_CLASSIFICATION	0.9999656108974614	WITHOUT_CLASSIFICATION	3.4389102538504765E-5	IMPLEMENTATION
{{{ entry class	WITHOUT_CLASSIFICATION	0.9999897564156532	WITHOUT_CLASSIFICATION	1.0243584346670452E-5	IMPLEMENTATION
{{{ remove() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ remove() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ actionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ gettablecellrenderercomponent() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ getcolumncount() method	WITHOUT_CLASSIFICATION	0.999974458296933	WITHOUT_CLASSIFICATION	2.554170306708133E-5	IMPLEMENTATION
{{{ getcolumncount() method	WITHOUT_CLASSIFICATION	0.999974458296933	WITHOUT_CLASSIFICATION	2.554170306708133E-5	IMPLEMENTATION
{{{ getrowcount() method	WITHOUT_CLASSIFICATION	0.999974458296933	WITHOUT_CLASSIFICATION	2.554170306708133E-5	IMPLEMENTATION
{{{ getrowcount() method	WITHOUT_CLASSIFICATION	0.999974458296933	WITHOUT_CLASSIFICATION	2.554170306708133E-5	IMPLEMENTATION
{{{ getcolumnname() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getcolumnclass() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getvalueat() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getvalueat() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ mousehandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ add() method	WITHOUT_CLASSIFICATION	0.9999655305506685	WITHOUT_CLASSIFICATION	3.446944933150693E-5	IMPLEMENTATION
{{{ add() method	WITHOUT_CLASSIFICATION	0.9999655305506685	WITHOUT_CLASSIFICATION	3.446944933150693E-5	IMPLEMENTATION
{{{ selectionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ iscelleditable() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ browsercolorsmodel class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ browsercolorsmodel constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ browsercolorsmodel constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ setvalueat() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ moveup() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ moveup() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ movedown() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ movedown() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ colorrenderer class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ colorrenderer constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ instance variables	WITHOUT_CLASSIFICATION	0.9999920859819738	WITHOUT_CLASSIFICATION	7.914018026245055E-6	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ _init() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ _init() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ _save() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ _save() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
}}} }}} }}}	WITHOUT_CLASSIFICATION	0.9999734733355236	WITHOUT_CLASSIFICATION	2.652666447646259E-5	IMPLEMENTATION
{{{ entry class	WITHOUT_CLASSIFICATION	0.9999897564156532	WITHOUT_CLASSIFICATION	1.0243584346670452E-5	IMPLEMENTATION
protected members	WITHOUT_CLASSIFICATION	0.999969472751496	WITHOUT_CLASSIFICATION	3.052724850413727E-5	IMPLEMENTATION
{{{ gettablecellrenderercomponent() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ gettablecellrenderercomponent() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ getcolumnname() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getcolumnclass() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ updateenabled() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ iscelleditable() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ setvalueat() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ colorrenderer class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ colorrenderer constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ colorrenderer constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
text color	WITHOUT_CLASSIFICATION	0.999969221874312	WITHOUT_CLASSIFICATION	3.077812568791715E-5	IMPLEMENTATION
{{{ textareaoptionpane constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
multiple selection color	WITHOUT_CLASSIFICATION	0.9999688819850172	WITHOUT_CLASSIFICATION	3.111801498287647E-5	IMPLEMENTATION
font	WITHOUT_CLASSIFICATION	0.9999920584152546	WITHOUT_CLASSIFICATION	7.941584745457193E-6	IMPLEMENTATION
fractional font metrics	WITHOUT_CLASSIFICATION	0.999981052438885	WITHOUT_CLASSIFICATION	1.894756111490873E-5	IMPLEMENTATION
background color	WITHOUT_CLASSIFICATION	0.9999724503358649	WITHOUT_CLASSIFICATION	2.7549664135004702E-5	IMPLEMENTATION
line highlight	WITHOUT_CLASSIFICATION	0.9999391409378485	WITHOUT_CLASSIFICATION	6.085906215150964E-5	IMPLEMENTATION
caret color caret blink block caret	WITHOUT_CLASSIFICATION	0.9998829883384359	WITHOUT_CLASSIFICATION	1.1701166156416254E-4	IMPLEMENTATION
wrap guide	WITHOUT_CLASSIFICATION	0.9999921090126864	WITHOUT_CLASSIFICATION	7.890987313516234E-6	IMPLEMENTATION
selection color	WITHOUT_CLASSIFICATION	0.9999692189192265	WITHOUT_CLASSIFICATION	3.0781080773373364E-5	IMPLEMENTATION
skip certain actions this way	WITHOUT_CLASSIFICATION	0.9999082172951236	WITHOUT_CLASSIFICATION	9.17827048764184E-5	IMPLEMENTATION
structure highlight	WITHOUT_CLASSIFICATION	0.9999745026405571	WITHOUT_CLASSIFICATION	2.5497359442874516E-5	IMPLEMENTATION
electric borders	WITHOUT_CLASSIFICATION	0.9999734897665964	WITHOUT_CLASSIFICATION	2.651023340358022E-5	IMPLEMENTATION
eol markers	WITHOUT_CLASSIFICATION	0.9999743063263838	WITHOUT_CLASSIFICATION	2.56936736161094E-5	IMPLEMENTATION
{{{ editingoptionpane constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
anti-aliasing	WITHOUT_CLASSIFICATION	0.9999735059045715	WITHOUT_CLASSIFICATION	2.6494095428528968E-5	IMPLEMENTATION
redraw the whole table because a second shortcut might have changed too	WITHOUT_CLASSIFICATION	0.999991085335042	WITHOUT_CLASSIFICATION	8.914664958082634E-6	IMPLEMENTATION
{{{ selectmode() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ savemode() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ instance variables	WITHOUT_CLASSIFICATION	0.9999920859819738	WITHOUT_CLASSIFICATION	7.914018026245055E-6	IMPLEMENTATION
{{{ instance variables	WITHOUT_CLASSIFICATION	0.9999920859819738	WITHOUT_CLASSIFICATION	7.914018026245055E-6	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ _init() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ _save() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ save() method	WITHOUT_CLASSIFICATION	0.9999656108974614	WITHOUT_CLASSIFICATION	3.4389102538504765E-5	IMPLEMENTATION
{{{ load() method	WITHOUT_CLASSIFICATION	0.9999655748682452	WITHOUT_CLASSIFICATION	3.442513175477945E-5	IMPLEMENTATION
{{{ actionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ updatebuttons() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ pluginoptions constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ modeproperties class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
don't do anything if the user didn't change any settings	WITHOUT_CLASSIFICATION	0.9999995661467264	WITHOUT_CLASSIFICATION	4.338532736520012E-7	IMPLEMENTATION
{{{ modeproperties constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ modeproperties constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ pluginoptions constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
need to call mode.init() if the file name or first line globs change	WITHOUT_CLASSIFICATION	0.9998612583285624	WITHOUT_CLASSIFICATION	1.3874167143759157E-4	IMPLEMENTATION
old api	WITHOUT_CLASSIFICATION	0.9999976059879019	WITHOUT_CLASSIFICATION	2.3940120982075823E-6	IMPLEMENTATION
{{{ pluginoptions constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
{{{ pluginoptions constructor	WITHOUT_CLASSIFICATION	0.9999512672394116	WITHOUT_CLASSIFICATION	4.873276058839739E-5	IMPLEMENTATION
initialize the plugins branch of the options tree	WITHOUT_CLASSIFICATION	0.9999555640521643	WITHOUT_CLASSIFICATION	4.44359478356523E-5	IMPLEMENTATION
{{{ createoptiontreemodel() method	WITHOUT_CLASSIFICATION	0.9999672128435833	WITHOUT_CLASSIFICATION	3.278715641680648E-5	IMPLEMENTATION
{{{ ceate icons list	WITHOUT_CLASSIFICATION	0.999986927830995	WITHOUT_CLASSIFICATION	1.3072169005134643E-5	IMPLEMENTATION
query plugins for option panes	WITHOUT_CLASSIFICATION	0.9999895750832237	WITHOUT_CLASSIFICATION	1.0424916776307666E-5	IMPLEMENTATION
{{{ nopluginspane class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
only add the plugins branch if there are optionpanes	WITHOUT_CLASSIFICATION	0.9999974707903154	WITHOUT_CLASSIFICATION	2.529209684683464E-6	IMPLEMENTATION
show toolbar	WITHOUT_CLASSIFICATION	0.9999093827620373	WITHOUT_CLASSIFICATION	9.061723796275722E-5	IMPLEMENTATION
{{{ getdefaultgroup() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ toolbaroptionpane constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ create buttons	WITHOUT_CLASSIFICATION	0.9999921995287125	WITHOUT_CLASSIFICATION	7.800471287402462E-6	IMPLEMENTATION
}}} /}}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ instance variables	WITHOUT_CLASSIFICATION	0.9999920859819738	WITHOUT_CLASSIFICATION	7.914018026245055E-6	IMPLEMENTATION
{{{ instance variables	WITHOUT_CLASSIFICATION	0.9999920859819738	WITHOUT_CLASSIFICATION	7.914018026245055E-6	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999918009019932	WITHOUT_CLASSIFICATION	8.199098006711576E-6	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
protected members	WITHOUT_CLASSIFICATION	0.999969472751496	WITHOUT_CLASSIFICATION	3.052724850413727E-5	IMPLEMENTATION
{{{ inner classes	WITHOUT_CLASSIFICATION	0.9999662400515654	WITHOUT_CLASSIFICATION	3.375994843460915E-5	IMPLEMENTATION
{{{ actionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ actionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ actionhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ ok() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ ok() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ cancel() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ cancel() method	WITHOUT_CLASSIFICATION	0.9999655099563945	WITHOUT_CLASSIFICATION	3.449004360554246E-5	IMPLEMENTATION
{{{ listhandler class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ updateenabled() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ updateenabled() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ toolbareditdialog constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ buttoncompare class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ iconlistentry class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ button class	WITHOUT_CLASSIFICATION	0.999999621778229	WITHOUT_CLASSIFICATION	3.782217710110973E-7	IMPLEMENTATION
{{{ toolbareditdialog constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ buttoncellrenderer class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ iconcellrenderer class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
icon selection	WITHOUT_CLASSIFICATION	0.9999853049615803	WITHOUT_CLASSIFICATION	1.4695038419703422E-5	IMPLEMENTATION
{{{ toolbareditdialog class	WITHOUT_CLASSIFICATION	0.9999963079983262	WITHOUT_CLASSIFICATION	3.6920016739407703E-6	IMPLEMENTATION
{{{ updatelist() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
icon selection	WITHOUT_CLASSIFICATION	0.9999853049615803	WITHOUT_CLASSIFICATION	1.4695038419703422E-5	IMPLEMENTATION
{{{ updatelist() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getselection() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ getselection() method	WITHOUT_CLASSIFICATION	0.9999744468540599	WITHOUT_CLASSIFICATION	2.555314594014961E-5	IMPLEMENTATION
{{{ styleoptionpane constructor	WITHOUT_CLASSIFICATION	0.9999374715675854	WITHOUT_CLASSIFICATION	6.252843241466025E-5	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
{{{ private members	WITHOUT_CLASSIFICATION	0.9999960375410093	WITHOUT_CLASSIFICATION	3.962458990673172E-6	IMPLEMENTATION
